NRO_VEC_COB;ESTADO_PDP;NRO_CUOTAS;MES;MES_0;MES_1;MES_2;FECHALLAMADA;HORA;RESULTADOLLAMADA;DEUDA_TOTAL;ESTATUS;ACTIVACION;TIPOCONTACTO;MORA
<=10;0;<24, 48];Febrero;238.64;253.02;251.33;19/02/2014;8;MCC  Msj Con Comp De Trab;4487.91;BT;2013;CNE;1
<=10;0;<=24;Abril;1078.87;0.0;0.0;3/04/2014;7;MCT  Msj Con Terceros;26959.5;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;1023.53;2056.23;1036.0;3/02/2014;9;MCT  Msj Con Terceros;19387.6;BT;2011;CNE;1
<=10;0;<24, 48];Febrero;616.18;0.0;0.0;26/02/2014;19;TAT  Tratamiento al Titu;13981.2;BT;2013;CEF;1
<=10;0;<24, 48];Febrero;365.68;0.0;0.0;6/02/2014;19;TELF. NO CORRESPONDE;9051.27;BT;2012;CNE;1
<=10;0;>48;Marzo;700.79;0.0;0.0;6/03/2014;8;MCE  Msj Con Empleada;42627.9;BT;2012;CNE;1
>10;0;>48;Marzo;4360.23;5833.31;0.0;4/03/2014;12;MCT  Msj Con Terceros;41608.1;BT;2011;CNE;0
<=10;1;>48;Febrero;550.65;0.0;0.0;13/02/2014;16;TAT  Tratamiento al Titu;58166.8;BT;2011;CEF;1
<=10;0;<24, 48];Abril;334.27;669.08;0.0;14/04/2014;20;MCF  Msj Con Familiar;5501.71;BT;2012;CNE;0
<=10;0;<24, 48];Marzo;614.96;1233.74;0.0;19/03/2014;14;TELF. NO CORRESPONDE;2943.9;BT;2010;CNE;1
<=10;0;>48;Febrero;258.74;0.0;0.0;24/02/2014;11;MCT  Msj Con Terceros;11139.6;BT;2013;CNE;1
<=10;0;>48;Febrero;2371.28;3362.27;0.0;4/02/2014;14;MCO  Msj Con Conyuge;23206.3;BT;2012;CEF;0
>10;0;<24, 48];Abril;359.1;121.14;0.0;3/04/2014;10;MCT  Msj Con Terceros;3595.88;BT;2011;CNE;1
>10;0;<24, 48];Abril;788.87;0.0;0.0;7/04/2014;18;PDP  Promesa De Pago;5973.91;BT;2012;CEF;1
<=10;0;<24, 48];Febrero;207.24;206.08;0.0;19/02/2014;10;TELF. NO CORRESPONDE;3242.09;BT;2012;CNE;1
<=10;0;<24, 48];Abril;2169.68;2898.71;0.0;4/04/2014;9;TELF. NO CORRESPONDE;16017.8;BT;2012;CNE;0
>10;0;<24, 48];Febrero;239.38;246.65;0.0;12/02/2014;16;TELF. NO CORRESPONDE;1343.76;BT;2011;CNE;1
>10;0;>48;Marzo;795.63;797.6;798.0;4/03/2014;9;MCF  Msj Con Familiar;14398.6;BT;2011;CNE;1
<=10;0;<=24;Febrero;1056.53;1057.64;0.0;28/02/2014;17;MCF  Msj Con Familiar;1055.42;BT;2013;CNE;0
>10;0;<24, 48];Abril;324.63;0.0;0.0;29/04/2014;9;MCF  Msj Con Familiar;716.87;BT;2011;CNE;1
>10;0;<24, 48];Abril;136.35;136.57;92.86;8/04/2014;15;TELF. NO CORRESPONDE;4241.37;BT;2012;CNE;1
>10;0;<=24;Febrero;570.67;457.21;165.0;12/02/2014;7;TAT  Tratamiento al Titu;569.34;BT;2012;CEF;1
<=10;0;<24, 48];Abril;1376.77;1339.47;0.0;2/04/2014;18;MCF  Msj Con Familiar;9809.63;BT;2013;CNE;0
>10;1;<24, 48];Abril;232.13;265.88;0.0;10/04/2014;14;MCT  Msj Con Terceros;5663.7;BT;2011;CNE;1
<=10;0;<=24;Marzo;1759.91;2357.59;0.0;10/03/2014;16;MCT  Msj Con Terceros;10961.7;BT;2013;CNE;0
<=10;0;<24, 48];Febrero;216.31;434.47;213.82;25/02/2014;9;MCT  Msj Con Terceros;4780.32;BT;2013;CNE;1
<=10;0;>48;Febrero;662.49;103.55;0.0;3/02/2014;18;MCT  Msj Con Terceros;17585.2;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;2254.38;0.0;0.0;24/02/2014;20;MCT  Msj Con Terceros;18595.6;BT;2012;CNE;0
<=10;0;<24, 48];Febrero;309.96;0.0;0.0;11/02/2014;16;TAT  Tratamiento al Titu;4188.6;BT;2012;CEF;1
<=10;0;<=24;Abril;163.48;0.0;0.0;7/04/2014;17;PDP  Promesa De Pago;2783.09;BT;2013;CEF;1
<=10;0;<24, 48];Marzo;261.82;0.0;266.61;6/03/2014;15;MCT  Msj Con Terceros;4675.22;BT;2013;CNE;1
<=10;0;>48;Abril;108.06;0.0;0.0;14/04/2014;14;MCO  Msj Con Conyuge;7813.46;BT;2013;CEF;1
<=10;0;<24, 48];Febrero;83.6;0.0;0.0;3/02/2014;19;TELF. NO CORRESPONDE;4512.84;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;726.51;92.43;357.0;7/02/2014;19;TELF. NO CORRESPONDE;8580.82;BT;2013;CNE;0
<=10;0;<24, 48];Abril;137.21;0.0;0.0;3/04/2014;13;PDP  Promesa De Pago;67514.9;BT;2013;CEF;1
<=10;0;<24, 48];Marzo;1236.91;1864.44;0.0;12/03/2014;11;TELF. NO CORRESPONDE;14253.0;BT;2012;CNE;0
<=10;0;<24, 48];Abril;88.99;89.29;89.33;25/04/2014;10;TELF. NO CORRESPONDE;1872.76;BT;2014;CNE;1
<=10;0;<=24;Marzo;373.78;37.05;0.0;28/03/2014;9;PDP  Promesa De Pago;1434.57;BT;2013;CEF;0
<=10;0;>48;Marzo;3456.23;5243.34;0.0;10/03/2014;13;TELF. NO CORRESPONDE;59206.5;BT;2012;CNE;0
<=10;0;>48;Febrero;75.63;267.94;0.0;6/02/2014;11;PDP  Promesa De Pago;5746.64;BT;2011;CEF;1
>10;0;<24, 48];Marzo;433.31;420.67;328.64;12/03/2014;11;TELF. NO CORRESPONDE;5198.42;BT;2012;CNE;1
<=10;0;<24, 48];Abril;324.92;0.0;0.0;3/04/2014;10;MCT  Msj Con Terceros;2065.74;BT;2011;CNE;1
<=10;1;<24, 48];Abril;513.49;0.0;0.0;11/04/2014;16;MCO  Msj Con Conyuge;9394.9;BT;2013;CEF;1
<=10;0;<24, 48];Marzo;612.69;612.69;0.0;26/03/2014;10;MCT  Msj Con Terceros;5279.07;BT;2013;CNE;0
<=10;0;<24, 48];Abril;237.21;0.0;0.0;25/04/2014;9;MCT  Msj Con Terceros;4973.09;BT;2013;CNE;1
>10;0;>48;Abril;1015.61;0.0;0.0;1/04/2014;13;TAT  Tratamiento al Titu;49309.0;BT;2012;CEF;1
<=10;0;<=24;Marzo;72.08;0.0;0.0;11/03/2014;12;TELF. NO CORRESPONDE;2451.38;BT;2013;CNE;1
>10;0;<24, 48];Febrero;183.29;0.0;391.75;3/02/2014;8;PDP  Promesa De Pago;7872.36;BT;2011;CEF;1
<=10;0;<=24;Abril;264.44;0.0;0.0;9/04/2014;10;MCF  Msj Con Familiar;4871.2;BT;2013;CNE;1
>10;0;<24, 48];Marzo;371.92;506.83;0.0;21/03/2014;11;MCT  Msj Con Terceros;2066.97;BT;2012;CNE;0
<=10;0;>48;Marzo;2104.85;2396.91;1291.59;24/03/2014;7;PDP  Promesa De Pago;49478.2;BT;2012;CEF;1
>10;0;<24, 48];Marzo;740.13;1482.99;0.0;5/03/2014;19;MCO  Msj Con Conyuge;15602.9;BT;2012;CEF;1
<=10;0;<24, 48];Marzo;132.98;461.62;0.0;7/03/2014;13;MCT  Msj Con Terceros;11819.0;BT;2012;CNE;1
<=10;0;<24, 48];Abril;805.26;805.26;0.0;24/04/2014;14;PDP  Promesa De Pago;13906.3;BT;2012;CEF;1
<=10;0;<=24;Febrero;1647.43;605.73;1218.41;26/02/2014;14;MCF  Msj Con Familiar;10177.2;BT;2013;CNE;0
>10;0;<24, 48];Febrero;44.57;0.0;0.0;21/02/2014;8;TAT  Tratamiento al Titu;1731.05;BT;2011;CEF;1
>10;0;<24, 48];Febrero;231.45;231.75;0.0;18/02/2014;14;TELF. NO CORRESPONDE;2980.88;BT;2012;CNE;1
>10;0;<24, 48];Febrero;845.96;0.0;0.0;6/02/2014;18;MCT  Msj Con Terceros;3091.05;BT;2011;CNE;0
<=10;0;<24, 48];Abril;1219.07;0.0;0.0;2/04/2014;9;TELF. NO CORRESPONDE;12523.0;BT;2013;CNE;0
>10;0;>48;Marzo;438.98;392.69;0.0;19/03/2014;10;MCT  Msj Con Terceros;7122.82;BT;2011;CNE;1
<=10;0;<=24;Febrero;993.53;0.0;0.0;14/02/2014;19;RPP  Recordar Promesa;6820.84;BT;2013;CEF;0
<=10;0;>48;Febrero;1997.11;1979.67;1979.67;18/02/2014;10;MCT  Msj Con Terceros;79489.0;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;420.0;840.0;1260.0;24/03/2014;11;MCF  Msj Con Familiar;5021.7;BT;2012;CNE;1
<=10;0;<24, 48];Abril;234.14;0.0;0.0;10/04/2014;15;MCT  Msj Con Terceros;4374.48;BT;2013;CNE;1
<=10;1;>48;Marzo;1577.24;1577.24;0.0;27/03/2014;7;MCT  Msj Con Terceros;24049.2;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;229.89;229.89;256.96;28/03/2014;8;MCT  Msj Con Terceros;16166.2;BT;2013;CNE;1
<=10;0;<=24;Abril;270.02;0.0;0.0;16/04/2014;9;MCT  Msj Con Terceros;568.96;BT;2012;CNE;1
<=10;0;<24, 48];Abril;367.45;0.0;0.0;15/04/2014;12;MCC  Msj Con Comp De Trab;6856.44;BT;2013;CNE;1
<=10;0;<24, 48];Abril;1252.05;0.0;0.0;3/04/2014;20;TELF. NO CORRESPONDE;17960.1;BT;2013;CNE;0
>10;0;<24, 48];Marzo;986.04;986.04;0.0;19/03/2014;18;MCT  Msj Con Terceros;14038.1;BT;2012;CNE;0
<=10;0;<24, 48];Abril;774.74;0.0;0.0;3/04/2014;20;TELF. NO CORRESPONDE;4182.17;BT;2012;CNE;0
<=10;0;<=24;Abril;86.99;86.99;0.0;29/04/2014;11;MCT  Msj Con Terceros;607.19;BT;2013;CNE;1
>10;0;<24, 48];Marzo;441.1;38.14;0.0;5/03/2014;13;MCT  Msj Con Terceros;6985.69;BT;2011;CNE;1
>10;0;>48;Febrero;467.74;936.52;1409.85;17/02/2014;7;PAR  Promesa Parcial;9014.84;BT;2012;CEF;1
>10;0;<24, 48];Marzo;475.79;0.0;0.0;4/03/2014;18;MCF  Msj Con Familiar;6194.38;BT;2011;CNE;1
>10;0;<24, 48];Marzo;317.79;320.06;311.15;25/03/2014;10;MCT  Msj Con Terceros;1306.62;BT;2011;CNE;1
<=10;0;<24, 48];Febrero;1709.04;0.0;0.0;19/02/2014;16;MCT  Msj Con Terceros;9630.36;BT;2012;CNE;0
<=10;0;<24, 48];Abril;419.08;388.07;430.09;2/04/2014;8;MCT  Msj Con Terceros;3715.1;BT;2012;CNE;1
>10;0;<24, 48];Febrero;180.99;181.16;181.13;4/02/2014;12;MCF  Msj Con Familiar;1371.47;BT;2011;CNE;1
<=10;0;<24, 48];Febrero;27.93;28.03;28.23;21/02/2014;9;MCF  Msj Con Familiar;18619.8;BT;2012;CNE;1
<=10;0;<24, 48];Abril;489.39;0.01;489.79;22/04/2014;10;PDP  Promesa De Pago;14791.2;BT;2014;CEF;1
<=10;0;<24, 48];Febrero;2374.57;0.0;0.0;13/02/2014;13;MCF  Msj Con Familiar;22595.8;BT;2012;CNE;0
>10;0;<24, 48];Febrero;328.91;328.99;329.31;4/02/2014;8;TELF. NO CORRESPONDE;7243.17;BT;2012;CNE;1
<=10;0;>48;Febrero;418.29;22.92;116.66;19/02/2014;8;PDP  Promesa De Pago;30538.2;BT;2012;CEF;1
<=10;0;<=24;Febrero;619.6;1243.52;1875.48;12/02/2014;10;MCT  Msj Con Terceros;5032.1;BT;2013;CNE;1
<=10;0;<24, 48];Abril;295.4;0.0;907.12;15/04/2014;12;MCF  Msj Con Familiar;7853.82;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;760.68;798.64;798.78;12/03/2014;10;MCT  Msj Con Terceros;22532.5;BT;2013;CNE;1
>10;0;<24, 48];Febrero;881.47;1780.96;2686.17;3/02/2014;9;MCF  Msj Con Familiar;16799.6;BT;2011;CNE;1
<=10;0;<=24;Febrero;316.73;4.07;0.0;6/02/2014;20;MCT  Msj Con Terceros;3816.3;BT;2013;CNE;1
<=10;0;<24, 48];Abril;553.93;0.0;1685.14;25/04/2014;9;TELF. NO CORRESPONDE;9327.97;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;391.77;0.0;0.0;18/03/2014;8;PDP  Promesa De Pago;10256.4;BT;2013;CEF;1
<=10;0;>48;Febrero;735.6;1471.42;0.0;26/02/2014;13;TELF. NO CORRESPONDE;22031.6;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;1025.67;1025.35;0.0;11/02/2014;16;TELF. NO CORRESPONDE;27272.2;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;487.11;976.03;0.0;11/03/2014;12;MCF  Msj Con Familiar;7958.24;BT;2012;CNE;1
<=10;0;<=24;Febrero;43.73;0.71;70.63;11/02/2014;20;TAT  Tratamiento al Titu;686.61;BT;2012;CEF;1
<=10;1;>48;Febrero;2360.3;0.0;0.0;28/02/2014;11;MCT  Msj Con Terceros;44067.8;BT;2013;CNE;0
>10;0;<24, 48];Febrero;240.41;237.34;240.52;13/02/2014;12;MCT  Msj Con Terceros;2160.67;BT;2011;CNE;1
>10;0;>48;Febrero;252.67;449.4;0.0;10/02/2014;12;PDP  Promesa De Pago;14301.2;BT;2011;CEF;1
<=10;0;>48;Febrero;84.24;283.55;284.03;5/02/2014;14;PDP  Promesa De Pago;9643.06;BT;2012;CEF;1
<=10;0;<=24;Febrero;47.29;0.0;0.0;19/02/2014;9;PDP  Promesa De Pago;1731.19;BT;2012;CEF;1
<=10;0;<24, 48];Marzo;245.58;501.32;758.53;4/03/2014;15;MCF  Msj Con Familiar;5101.19;BT;2013;CNE;1
<=10;0;<=24;Febrero;847.68;0.0;0.0;10/02/2014;11;PAR  Promesa Parcial;848.13;BT;2013;CEF;0
<=10;0;<24, 48];Febrero;356.02;356.02;0.0;18/02/2014;11;TAT  Tratamiento al Titu;9343.63;BT;2013;CEF;1
<=10;1;<24, 48];Abril;1084.07;1452.0;0.0;24/04/2014;11;TELF. NO CORRESPONDE;6166.74;BT;2011;CNE;0
<=10;1;<24, 48];Abril;295.65;288.78;279.33;23/04/2014;12;RPP  Recordar Promesa;6563.2;BT;2012;CEF;1
<=10;0;<=24;Abril;221.06;221.85;0.0;11/04/2014;7;TELF. NO CORRESPONDE;1740.97;BT;2013;CNE;1
>10;0;<24, 48];Marzo;840.41;0.0;0.0;25/03/2014;14;MCT  Msj Con Terceros;19407.1;BT;2012;CNE;1
<=10;0;<24, 48];Febrero;616.85;618.67;0.0;20/02/2014;16;MCT  Msj Con Terceros;14806.7;BT;2013;CNE;1
<=10;0;<=24;Marzo;185.92;185.92;560.73;17/03/2014;11;MCT  Msj Con Terceros;2309.35;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;715.13;0.0;0.0;20/02/2014;11;MCT  Msj Con Terceros;4458.61;BT;2012;CNE;0
<=10;0;<24, 48];Abril;528.33;0.0;0.0;10/04/2014;7;PDP  Promesa De Pago;7519.16;BT;2012;CEF;1
>10;0;<24, 48];Marzo;628.79;840.61;0.0;5/03/2014;15;MCT  Msj Con Terceros;1190.85;BT;2011;CNE;0
<=10;0;<24, 48];Febrero;117.93;62.36;150.4;12/02/2014;9;MCF  Msj Con Familiar;7733.54;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;169.05;0.0;0.0;20/02/2014;9;PDP  Promesa De Pago;4743.23;BT;2013;CEF;1
<=10;0;<24, 48];Febrero;1145.86;0.0;0.0;19/02/2014;16;MCT  Msj Con Terceros;9734.04;BT;2013;CNE;0
<=10;0;<24, 48];Febrero;174.73;729.68;559.7;25/02/2014;13;MCF  Msj Con Familiar;9302.95;BT;2011;CNE;1
<=10;0;>48;Abril;301.59;1147.08;0.0;9/04/2014;11;TELF. NO CORRESPONDE;19441.4;BT;2011;CNE;1
>10;0;<24, 48];Abril;2640.33;0.0;0.0;1/04/2014;10;MCS  Msj Con Secretaria;7666.7;BT;2010;CNE;0
<=10;0;>48;Febrero;890.73;1790.44;0.0;12/02/2014;13;MCT  Msj Con Terceros;22276.9;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;602.57;804.74;0.0;25/03/2014;9;MCT  Msj Con Terceros;4519.04;BT;2013;CNE;0
>10;0;<24, 48];Marzo;236.78;235.63;0.0;6/03/2014;12;MCT  Msj Con Terceros;2229.86;BT;2011;CNE;1
<=10;0;<24, 48];Marzo;54.9;0.0;0.0;7/03/2014;7;MCF  Msj Con Familiar;4929.16;BT;2013;CNE;1
>10;0;<24, 48];Abril;345.93;346.06;0.0;14/04/2014;9;CIH  Generar Cita;6461.75;BT;2011;CNE;1
<=10;0;<24, 48];Marzo;192.16;0.0;26.3;17/03/2014;11;TELF. NO CORRESPONDE;13595.3;BT;2013;CNE;1
>10;0;<24, 48];Febrero;614.16;621.9;622.51;11/02/2014;13;CIH  Generar Cita;11423.2;BT;2011;CNE;1
>10;0;<24, 48];Marzo;920.09;1123.71;0.0;19/03/2014;14;MCT  Msj Con Terceros;3681.78;BT;2012;CNE;0
>10;0;>48;Abril;37.03;0.0;0.0;2/04/2014;11;TELF. NO CORRESPONDE;38763.8;BT;2010;CNE;1
<=10;0;<=24;Febrero;320.19;323.54;0.0;11/02/2014;14;MCT  Msj Con Terceros;2311.92;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;1494.82;0.0;0.0;24/02/2014;18;MCV  Msj Con Vecino;15207.4;BT;2011;CNE;0
<=10;0;<24, 48];Abril;200.03;0.0;0.0;7/04/2014;7;PDP  Promesa De Pago;2315.79;BT;2013;CEF;1
<=10;0;<24, 48];Marzo;1850.64;0.0;0.0;3/03/2014;11;MCF  Msj Con Familiar;23714.8;BT;2012;CNE;1
<=10;0;<24, 48];Abril;2305.77;2116.89;1826.33;3/04/2014;16;MCF  Msj Con Familiar;21906.9;BT;2012;CNE;0
<=10;0;<24, 48];Febrero;338.49;237.0;0.0;25/02/2014;11;PDP  Promesa De Pago;17547.0;BT;2013;CEF;1
<=10;0;<24, 48];Abril;274.84;271.76;276.37;14/04/2014;11;TELF. NO CORRESPONDE;2243.25;BT;2012;CNE;1
<=10;0;<24, 48];Febrero;56.14;0.0;0.0;6/02/2014;9;MCT  Msj Con Terceros;3689.61;BT;2013;CNE;1
<=10;0;<24, 48];Abril;165.05;0.0;0.0;4/04/2014;7;PDP  Promesa De Pago;2693.26;BT;2013;CEF;1
<=10;0;>48;Marzo;51.59;42.25;0.0;24/03/2014;10;MCT  Msj Con Terceros;10032.0;BT;2012;CNE;1
>10;0;<24, 48];Febrero;135.28;207.5;207.76;4/02/2014;19;MCT  Msj Con Terceros;2306.13;BT;2012;CNE;1
>10;0;>48;Abril;651.72;647.13;652.98;14/04/2014;11;MCT  Msj Con Terceros;14858.6;BT;2012;CNE;1
<=10;0;>48;Abril;283.0;543.86;796.19;8/04/2014;10;PDP  Promesa De Pago;24483.7;BT;2013;CEF;1
<=10;0;<24, 48];Febrero;677.93;639.49;639.49;26/02/2014;10;CIT  Genera Cita Otro Dia;5280.49;BT;2012;CNE;0
<=10;0;<24, 48];Febrero;179.64;359.48;179.62;3/02/2014;15;MCT  Msj Con Terceros;1664.92;BT;2011;CNE;1
<=10;0;<24, 48];Marzo;551.55;829.98;1110.23;12/03/2014;12;MCT  Msj Con Terceros;5107.23;BT;2013;CNE;0
<=10;0;<=24;Marzo;197.65;197.65;0.0;25/03/2014;20;MCF  Msj Con Familiar;1511.79;BT;2013;CNE;0
<=10;0;<24, 48];Abril;287.74;0.0;0.0;25/04/2014;11;TAT sin contacto con Titular;4381.92;BT;2012;CNE;1
<=10;0;<24, 48];Abril;447.98;0.0;0.0;8/04/2014;18;PDP  Promesa De Pago;42895.8;BT;2013;CEF;1
>10;0;<24, 48];Abril;1421.85;0.0;0.0;1/04/2014;7;MCO  Msj Con Conyuge;8603.65;BT;2011;CEF;0
<=10;0;>48;Marzo;231.3;0.0;0.0;4/03/2014;15;MCT  Msj Con Terceros;16382.7;BT;2012;CNE;1
<=10;0;<24, 48];Marzo;470.31;472.88;0.0;18/03/2014;14;MCT  Msj Con Terceros;6911.28;BT;2012;CNE;1
<=10;1;<24, 48];Marzo;226.76;232.49;0.0;28/03/2014;14;PDP  Promesa De Pago;4158.89;BT;2013;CEF;1
<=10;0;<24, 48];Marzo;1426.86;1350.35;0.0;13/03/2014;7;MCT  Msj Con Terceros;43831.6;BT;2013;CNE;1
>10;0;<24, 48];Marzo;1029.27;1375.65;0.0;3/03/2014;16;TELF. NO CORRESPONDE;3692.5;BT;2011;CNE;0
<=10;0;<=24;Marzo;369.06;373.31;0.0;11/03/2014;17;MCT  Msj Con Terceros;5080.56;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;1135.12;1712.08;0.0;11/02/2014;13;MCT  Msj Con Terceros;11884.7;BT;2013;CNE;1
<=10;0;<24, 48];Abril;34.38;0.0;0.0;11/04/2014;9;PDP  Promesa De Pago;2058.74;BT;2013;CEF;1
<=10;0;<24, 48];Marzo;484.51;485.23;0.0;4/03/2014;13;PDP  Promesa De Pago;9452.93;BT;2012;CEF;1
<=10;0;<24, 48];Febrero;1316.31;0.0;0.0;10/02/2014;11;MCC  Msj Con Comp De Trab;7024.03;BT;2012;CNE;0
<=10;0;<24, 48];Marzo;517.91;521.73;521.73;21/03/2014;10;PDP  Promesa De Pago;10445.8;BT;2013;CEF;1
<=10;0;<24, 48];Marzo;808.33;808.33;0.0;4/03/2014;15;MCT  Msj Con Terceros;16578.5;BT;2013;CNE;1
<=10;0;>48;Abril;978.0;1163.0;4164.33;7/04/2014;10;CIH  Generar Cita;39679.2;BT;2013;CNE;1
<=10;0;>48;Febrero;2360.3;0.0;0.0;5/02/2014;13;MCC  Msj Con Comp De Trab;44067.8;BT;2013;CNE;0
<=10;0;<24, 48];Marzo;428.66;429.75;0.0;18/03/2014;13;MCT  Msj Con Terceros;11555.8;BT;2013;CNE;1
<=10;0;>48;Abril;1656.14;0.0;2296.09;23/04/2014;19;MCT  Msj Con Terceros;22868.9;BT;2012;CNE;0
>10;0;>48;Abril;296.29;0.0;363.38;3/04/2014;8;TELF. NO CORRESPONDE;18639.8;BT;2012;CNE;1
<=10;0;<=24;Febrero;297.25;548.05;626.42;5/02/2014;13;MCF  Msj Con Familiar;1310.29;BT;2012;CNE;0
>10;0;>48;Abril;276.62;0.0;0.0;3/04/2014;9;PDP  Promesa De Pago;6194.59;BT;2012;CEF;1
>10;0;<24, 48];Marzo;286.47;0.0;0.0;24/03/2014;19;MCT  Msj Con Terceros;4719.26;BT;2012;CNE;1
>10;0;<24, 48];Marzo;1536.51;2544.98;0.0;5/03/2014;17;MCC  Msj Con Comp De Trab;45445.6;BT;2012;CNE;1
>10;0;<24, 48];Marzo;214.46;0.0;212.72;5/03/2014;9;PDP  Promesa De Pago;839.1;BT;2011;CEF;1
<=10;0;<24, 48];Marzo;1324.64;2653.15;0.0;10/03/2014;18;TELF. NO CORRESPONDE;33818.7;BT;2013;CNE;1
>10;0;<24, 48];Marzo;625.12;851.4;0.0;25/03/2014;20;PDP  Promesa De Pago;10455.8;BT;2011;CEF;1
<=10;0;<24, 48];Marzo;27.98;0.0;0.0;6/03/2014;9;PDP  Promesa De Pago;4063.9;BT;2013;CEF;1
<=10;0;<24, 48];Febrero;561.62;0.0;208.97;19/02/2014;12;MCT  Msj Con Terceros;13814.1;BT;2013;CNE;1
<=10;0;>48;Febrero;402.07;805.59;0.0;13/02/2014;11;TAT sin contacto con Titular;11658.9;BT;2013;CNE;1
<=10;0;<24, 48];Abril;57.77;178.45;179.97;15/04/2014;15;CAN  Cliente Cancelo;2676.85;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;135.9;0.0;0.0;7/03/2014;7;MCT  Msj Con Terceros;18522.7;BT;2013;CNE;1
>10;0;<24, 48];Marzo;411.41;825.26;0.0;12/03/2014;10;MCT  Msj Con Terceros;5609.85;BT;2012;CNE;1
<=10;0;<24, 48];Marzo;749.05;0.0;0.0;10/03/2014;16;MCT  Msj Con Terceros;7690.61;BT;2013;CNE;0
>10;0;>48;Marzo;57.23;0.0;65.97;5/03/2014;7;MCT  Msj Con Terceros;4738.29;BT;2011;CNE;1
<=10;0;<24, 48];Febrero;628.86;0.0;626.6;7/02/2014;7;TELF. NO CORRESPONDE;17726.7;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;915.84;915.81;0.0;14/03/2014;8;TELF. NO CORRESPONDE;23938.5;BT;2014;CNE;1
<=10;0;<=24;Marzo;179.21;197.51;333.18;14/03/2014;7;TELF. NO CORRESPONDE;4787.87;BT;2013;CNE;1
>10;0;<24, 48];Marzo;254.33;509.15;765.35;13/03/2014;14;MCT  Msj Con Terceros;2543.34;BT;2012;CNE;1
>10;0;>48;Febrero;104.63;105.71;0.0;7/02/2014;8;TAT  Tratamiento al Titu;1519.61;BT;2011;CEF;1
>10;0;<24, 48];Febrero;102.31;166.19;332.75;4/02/2014;8;PDP  Promesa De Pago;3221.08;BT;2011;CEF;1
<=10;0;<24, 48];Abril;314.09;296.76;310.77;9/04/2014;13;MCT  Msj Con Terceros;7215.62;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;357.29;0.0;0.0;20/03/2014;7;TAT  Tratamiento al Titu;10447.0;BT;2013;CEF;1
<=10;0;<24, 48];Febrero;351.59;704.17;0.0;11/02/2014;17;TAT  Tratamiento al Titu;7296.08;BT;2013;CEF;1
<=10;0;<=24;Marzo;651.01;1328.74;0.0;17/03/2014;18;MCT  Msj Con Terceros;3918.1;BT;2013;CNE;1
>10;0;>48;Abril;228.11;0.0;1993.0;10/04/2014;11;MCF  Msj Con Familiar;25106.2;BT;2012;CNE;1
>10;0;<24, 48];Abril;578.04;626.5;0.0;10/04/2014;11;MCF  Msj Con Familiar;14125.6;BT;2012;CNE;1
<=10;0;<=24;Marzo;453.48;468.78;0.0;12/03/2014;11;CIH  Generar Cita;7959.19;BT;2013;CNE;1
>10;0;<24, 48];Marzo;379.42;1283.5;0.0;24/03/2014;8;TELF. NO CORRESPONDE;6788.37;BT;2011;CNE;1
<=10;0;>48;Abril;176.02;58.47;0.0;10/04/2014;16;PDP  Promesa De Pago;28771.4;BT;2013;CEF;1
>10;0;<24, 48];Marzo;290.39;0.0;0.0;4/03/2014;14;MCF  Msj Con Familiar;3450.87;BT;2012;CNE;1
<=10;0;<24, 48];Marzo;1324.64;2653.15;0.0;14/03/2014;9;MCT  Msj Con Terceros;33818.7;BT;2013;CNE;1
<=10;0;<=24;Abril;869.16;0.0;0.0;15/04/2014;14;TELF. NO CORRESPONDE;3010.25;BT;2013;CNE;0
<=10;0;<=24;Marzo;51.94;35.94;0.0;27/03/2014;17;MCT  Msj Con Terceros;2146.4;BT;2013;CNE;1
<=10;1;<24, 48];Marzo;247.81;0.0;0.0;11/03/2014;19;CAN  Cliente Cancelo;3228.83;BT;2012;CNE;1
<=10;0;<24, 48];Febrero;44.0;0.0;0.0;4/02/2014;10;RPP  Recordar Promesa;12597.2;BT;2013;CEF;1
>10;0;<24, 48];Febrero;858.36;860.0;860.34;10/02/2014;8;MCT  Msj Con Terceros;17575.2;BT;2011;CNE;1
<=10;0;<24, 48];Marzo;1053.85;1410.75;0.0;31/03/2014;19;MCT  Msj Con Terceros;6675.41;BT;2013;CNE;0
<=10;0;>48;Marzo;446.03;0.0;0.0;4/03/2014;14;PDP  Promesa De Pago;17421.3;BT;2014;CEF;1
