NRO_VEC_COB;ESTADO_PDP;NRO_CUOTAS;MES;MES_0;MES_1;MES_2;FECHALLAMADA;HORA;RESULTADOLLAMADA;DEUDA_TOTAL;ESTATUS;ACTIVACION;TIPOCONTACTO;MORA
>10;0;>48;Abril;129.03;0.0;0.0;7/04/2014;10;TAT  Tratamiento al Titu;7106.53;BT;2011;CEF;1
>10;0;<24, 48];Febrero;252.3;499.77;353.0;7/02/2014;11;PDP  Promesa De Pago;7909.25;BT;2011;CEF;1
<=10;0;<24, 48];Abril;583.47;0.0;1804.79;25/04/2014;10;TELF. NO CORRESPONDE;17094.6;BT;2013;CNE;1
>10;0;<24, 48];Marzo;237.57;89.39;0.0;11/03/2014;19;PDP  Promesa De Pago;1332.98;BT;2011;CEF;1
<=10;1;>48;Abril;836.85;937.63;1115.36;14/04/2014;16;PDP  Promesa De Pago;14139.2;BT;2013;CEF;0
<=10;0;<24, 48];Abril;1658.22;2223.9;0.0;8/04/2014;7;MCT  Msj Con Terceros;5673.81;BT;2013;CNE;0
>10;0;<24, 48];Abril;270.64;11.82;32.63;3/04/2014;14;PDP  Promesa De Pago;2159.12;BT;2011;CEF;1
<=10;0;>48;Abril;510.38;510.37;1544.16;16/04/2014;11;MCF  Msj Con Familiar;14377.3;BT;2013;CNE;1
>10;0;<24, 48];Febrero;692.61;1050.63;1412.06;14/02/2014;18;TELF. NO CORRESPONDE;5335.72;BT;2012;CNE;0
>10;0;<24, 48];Marzo;576.82;564.1;0.0;21/03/2014;16;MCT  Msj Con Terceros;7977.66;BT;2011;CNE;1
>10;0;>48;Febrero;741.37;368.04;0.0;5/02/2014;11;TELF. NO CORRESPONDE;11327.5;BT;2011;CNE;1
<=10;0;>48;Marzo;1072.46;0.0;0.0;10/03/2014;11;MCF  Msj Con Familiar;39334.5;BT;2013;CNE;1
<=10;0;>48;Febrero;892.78;0.0;0.0;12/02/2014;12;MCC  Msj Con Comp De Trab;27156.0;BT;2013;CNE;1
>10;0;<24, 48];Marzo;372.0;370.41;368.97;20/03/2014;12;MCF  Msj Con Familiar;7248.72;BT;2012;CNE;1
>10;0;<24, 48];Febrero;306.67;519.59;404.4;3/02/2014;11;PDP  Promesa De Pago;11355.1;BT;2011;CEF;1
<=10;0;<24, 48];Febrero;450.74;446.9;426.47;24/02/2014;11;MCC  Msj Con Comp De Trab;11884.3;BT;2013;CNE;1
>10;0;<24, 48];Abril;2412.82;0.0;0.0;11/04/2014;10;MCT  Msj Con Terceros;51566.3;BT;2012;CNE;1
<=10;0;<24, 48];Febrero;1061.0;1060.04;1056.79;11/02/2014;16;MCF  Msj Con Familiar;6914.38;BT;2013;CNE;0
<=10;0;>48;Febrero;667.25;0.0;0.0;3/02/2014;16;TAT  Tratamiento al Titu;8416.43;BT;2012;CEF;0
<=10;0;<24, 48];Marzo;253.55;0.0;0.0;12/03/2014;8;PDP  Promesa De Pago;3708.31;BT;2012;CEF;1
>10;0;<24, 48];Abril;188.76;188.68;189.05;1/04/2014;7;PDP  Promesa De Pago;2153.77;BT;2011;CEF;0
<=10;0;<24, 48];Marzo;1060.04;1056.79;1416.14;20/03/2014;9;MCT  Msj Con Terceros;6764.67;BT;2013;CNE;0
<=10;0;<=24;Marzo;1574.34;1574.34;1482.57;20/03/2014;15;MCF  Msj Con Familiar;5567.15;BT;2013;CNE;0
>10;1;>48;Abril;1803.21;1805.14;61.99;11/04/2014;11;TAT  Tratamiento al Titu;52714.0;BT;2012;CEF;1
<=10;0;<24, 48];Abril;221.61;248.34;248.73;21/04/2014;13;PDP  Promesa De Pago;5002.0;BT;2013;CEF;1
>10;0;<24, 48];Febrero;480.14;0.0;0.0;4/02/2014;7;MCT  Msj Con Terceros;6998.74;BT;2012;CNE;1
>10;0;>48;Febrero;339.79;0.47;340.24;25/02/2014;13;PDP  Promesa De Pago;3683.33;BT;2010;CEF;1
<=10;0;<24, 48];Abril;843.05;0.0;0.0;8/04/2014;11;MCT  Msj Con Terceros;5427.56;BT;2013;CNE;0
<=10;1;<=24;Marzo;630.09;634.1;0.0;26/03/2014;12;MCT  Msj Con Terceros;627.74;BT;2013;CNE;0
<=10;0;<24, 48];Marzo;187.41;188.42;0.0;10/03/2014;10;MCF  Msj Con Familiar;1309.05;BT;2011;CNE;1
>10;0;<24, 48];Febrero;748.77;744.14;594.6;18/02/2014;13;MCT  Msj Con Terceros;16923.2;BT;2012;CNE;1
<=10;0;<=24;Febrero;161.23;148.79;154.16;7/02/2014;20;TELF. NO CORRESPONDE;1206.8;BT;2012;CNE;1
>10;0;<24, 48];Febrero;205.57;205.52;0.0;20/02/2014;13;PDP  Promesa De Pago;2200.79;BT;2012;CEF;1
<=10;0;<24, 48];Febrero;312.12;311.83;0.0;3/02/2014;19;MCO  Msj Con Conyuge;6209.81;BT;2013;CEF;1
<=10;0;<24, 48];Marzo;406.06;0.0;0.0;11/03/2014;12;MCF  Msj Con Familiar;18313.8;BT;2012;CNE;1
>10;0;<24, 48];Abril;506.7;1017.51;0.0;15/04/2014;9;MCF  Msj Con Familiar;6074.05;BT;2011;CNE;1
<=10;0;<24, 48];Abril;334.27;669.08;0.0;8/04/2014;20;TELF. NO CORRESPONDE;5501.71;BT;2012;CNE;0
<=10;0;>48;Febrero;210.67;0.0;0.0;3/02/2014;16;MCT  Msj Con Terceros;14726.6;BT;2013;CNE;1
>10;0;<24, 48];Marzo;356.15;356.26;356.27;13/03/2014;12;TELF. NO CORRESPONDE;5517.74;BT;2011;CNE;1
>10;0;<24, 48];Febrero;434.08;431.9;431.9;27/02/2014;9;PDP  Promesa De Pago;6788.77;BT;2011;CEF;1
<=10;0;>48;Abril;171.02;0.0;0.0;11/04/2014;16;TAT  Tratamiento al Titu;7634.35;BT;2011;CEF;1
>10;0;<24, 48];Abril;379.49;0.0;0.0;15/04/2014;12;PDP  Promesa De Pago;7574.09;BT;2012;CEF;1
<=10;0;<24, 48];Abril;291.42;0.0;0.0;4/04/2014;18;TAT  Tratamiento al Titu;18348.3;BT;2013;CEF;1
>10;0;>48;Abril;802.6;0.0;794.84;29/04/2014;8;MCT  Msj Con Terceros;15695.4;BT;2012;CNE;1
>10;0;<24, 48];Marzo;909.81;907.59;912.4;14/03/2014;8;TELF. NO CORRESPONDE;16769.3;BT;2012;CNE;1
<=10;0;<=24;Abril;227.42;0.0;0.0;4/04/2014;8;MCT  Msj Con Terceros;2035.66;BT;2012;CNE;1
<=10;0;<24, 48];Marzo;143.77;286.53;47.01;13/03/2014;17;TELF. NO CORRESPONDE;6616.24;BT;2013;CNE;1
<=10;0;<=24;Febrero;325.5;0.0;0.0;7/02/2014;9;TELF. NO CORRESPONDE;4448.45;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;839.33;1131.62;0.0;26/02/2014;12;PPR;5730.95;BT;2013;CEF;0
>10;0;>48;Abril;746.34;0.0;0.0;15/04/2014;9;TELF. NO CORRESPONDE;19753.2;BT;2011;CNE;1
<=10;0;<24, 48];Febrero;184.62;0.0;174.0;6/02/2014;8;MCF  Msj Con Familiar;5361.23;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;391.03;391.53;0.0;7/03/2014;11;TELF. NO CORRESPONDE;8166.25;BT;2013;CNE;1
>10;0;<24, 48];Febrero;853.81;0.0;0.0;10/02/2014;13;MCF  Msj Con Familiar;6920.92;BT;2011;CNE;0
<=10;0;<=24;Febrero;1169.12;0.0;0.0;4/02/2014;15;MCF  Msj Con Familiar;6637.15;BT;2013;CNE;0
<=10;0;<24, 48];Abril;309.88;620.32;932.43;28/04/2014;13;TELF. NO CORRESPONDE;5846.07;BT;2013;CNE;1
>10;1;>48;Abril;373.72;287.62;287.62;10/04/2014;12;MCF  Msj Con Familiar;6401.03;BT;2011;CNE;1
>10;0;<24, 48];Abril;193.96;194.74;0.0;3/04/2014;15;MCT  Msj Con Terceros;2795.25;BT;2012;CNE;1
<=10;0;<=24;Febrero;341.91;0.0;341.67;10/02/2014;13;MCT  Msj Con Terceros;5511.33;BT;2013;CNE;1
>10;0;>48;Abril;530.57;0.0;0.0;21/04/2014;19;MCT  Msj Con Terceros;12710.8;BT;2011;CNE;1
>10;0;<24, 48];Marzo;374.68;0.0;0.0;5/03/2014;16;PDP  Promesa De Pago;3753.93;BT;2012;CEF;1
<=10;0;<24, 48];Febrero;288.38;124.44;79.87;10/02/2014;20;MCT  Msj Con Terceros;5024.95;BT;2012;CNE;1
<=10;0;<24, 48];Febrero;650.47;619.57;617.13;24/02/2014;16;TAT  Tratamiento al Titu;8684.43;BT;2011;CEF;0
<=10;0;<24, 48];Marzo;457.2;455.7;0.0;10/03/2014;20;MCF  Msj Con Familiar;13169.6;BT;2013;CNE;1
>10;0;<24, 48];Marzo;208.8;171.44;0.0;13/03/2014;13;MCF  Msj Con Familiar;2448.34;BT;2012;CNE;1
>10;0;>48;Marzo;255.61;242.08;0.0;17/03/2014;8;MCT  Msj Con Terceros;5608.22;BT;2011;CNE;1
>10;0;>48;Febrero;408.37;1170.67;1165.31;4/02/2014;8;MCT  Msj Con Terceros;14789.7;BT;2011;CNE;0
<=10;1;<=24;Abril;204.34;433.33;664.38;16/04/2014;7;MCT  Msj Con Terceros;2976.97;BT;2013;CNE;1
>10;0;<=24;Abril;192.7;0.0;0.0;9/04/2014;11;PDP  Promesa De Pago;729.69;BT;2012;CEF;1
<=10;0;<=24;Abril;1010.85;0.0;0.0;10/04/2014;8;TAT  Tratamiento al Titu;978.954;BT;2014;CEF;1
>10;0;<24, 48];Marzo;235.46;235.75;271.57;20/03/2014;15;MCF  Msj Con Familiar;2571.86;BT;2012;CNE;1
<=10;0;>48;Febrero;1194.48;1200.42;1197.94;21/02/2014;10;MCT  Msj Con Terceros;36469.5;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;255.32;512.85;772.54;14/02/2014;7;MCO  Msj Con Conyuge;5626.11;BT;2013;CEF;1
<=10;0;<24, 48];Febrero;1129.54;0.0;0.0;19/02/2014;14;MCT  Msj Con Terceros;29814.7;BT;2012;CNE;1
>10;0;>48;Abril;3471.39;2329.31;6665.19;14/04/2014;20;MCT  Msj Con Terceros;53103.7;BT;2011;CNE;0
<=10;0;<24, 48];Marzo;1063.71;1070.63;0.0;19/03/2014;12;MCT  Msj Con Terceros;34997.1;BT;2013;CNE;1
<=10;0;>48;Febrero;641.28;641.28;0.0;21/02/2014;13;MCT  Msj Con Terceros;18036.5;BT;2013;CNE;1
>10;0;<24, 48];Marzo;304.49;0.0;0.0;18/03/2014;8;TAT  Tratamiento al Titu;6567.16;BT;2011;CEF;1
<=10;0;>48;Febrero;1562.9;0.0;0.0;19/02/2014;17;MCT  Msj Con Terceros;15579.4;BT;2013;CNE;0
<=10;0;<24, 48];Febrero;558.95;553.6;552.85;26/02/2014;7;MCT  Msj Con Terceros;6303.38;BT;2013;CNE;0
>10;0;<24, 48];Marzo;92.64;66.44;0.0;17/03/2014;8;MCF  Msj Con Familiar;1814.95;BT;2012;CNE;1
>10;0;>48;Abril;244.33;244.33;0.0;8/04/2014;20;TELF. NO CORRESPONDE;5733.59;BT;2012;CNE;1
>10;0;<24, 48];Febrero;442.76;443.78;444.27;7/02/2014;9;TELF. NO CORRESPONDE;4877.13;BT;2011;CNE;1
<=10;0;<24, 48];Marzo;392.98;786.54;0.0;19/03/2014;8;TAT sin contacto con Titular;12275.4;BT;2014;CNE;1
<=10;0;<24, 48];Marzo;300.3;602.59;907.23;7/03/2014;12;MCT  Msj Con Terceros;4954.75;BT;2013;CNE;1
>10;0;<24, 48];Marzo;661.92;884.37;0.0;27/03/2014;10;TAT  Tratamiento al Titu;3531.53;BT;2011;CEF;0
>10;0;<24, 48];Marzo;107.31;106.79;0.0;21/03/2014;8;PDP  Promesa De Pago;1450.87;BT;2011;CEF;1
<=10;0;<24, 48];Febrero;239.91;482.71;727.31;25/02/2014;9;MCF  Msj Con Familiar;4844.32;BT;2013;CNE;1
<=10;0;>48;Marzo;188.96;200.4;0.0;12/03/2014;7;TELF. NO CORRESPONDE;5443.95;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;1132.39;0.0;0.0;12/02/2014;11;MCT  Msj Con Terceros;2493.1;BT;2011;CNE;0
<=10;0;>48;Abril;479.95;0.0;0.0;1/04/2014;9;MCT  Msj Con Terceros;73896.7;BT;2013;CNE;1
<=10;0;>48;Febrero;793.42;1593.95;0.0;7/02/2014;10;MCT  Msj Con Terceros;29629.0;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;623.95;1569.4;0.0;19/03/2014;12;TAT  Tratamiento al Titu;6841.19;BT;2010;CEF;0
<=10;0;<24, 48];Febrero;1136.31;0.0;0.0;11/02/2014;8;PDP  Promesa De Pago;7750.12;BT;2013;CEF;0
<=10;0;>48;Febrero;776.12;0.0;0.0;3/02/2014;12;PDP  Promesa De Pago;30087.9;BT;2013;CEF;1
<=10;0;<24, 48];Febrero;748.66;0.0;0.0;6/02/2014;19;MCT  Msj Con Terceros;7594.46;BT;2013;CNE;0
<=10;0;>48;Marzo;195.3;0.0;0.0;26/03/2014;8;TAT sin contacto con Titular;13135.8;BT;2013;CNE;1
>10;0;<24, 48];Abril;518.24;0.0;518.24;25/04/2014;11;TELF. NO CORRESPONDE;9488.8;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;857.6;0.0;0.0;3/02/2014;16;PDP  Promesa De Pago;14464.9;BT;2012;CEF;1
<=10;0;<24, 48];Marzo;591.28;0.0;0.0;18/03/2014;9;PDP  Promesa De Pago;14309.3;BT;2013;CEF;1
<=10;0;>48;Marzo;981.73;2226.81;0.0;6/03/2014;8;TAT  Tratamiento al Titu;68036.6;BT;2012;CEF;1
<=10;0;>48;Febrero;878.11;0.0;0.0;4/02/2014;14;PDP  Promesa De Pago;27512.6;BT;2013;CEF;1
>10;0;<24, 48];Marzo;896.09;895.25;0.0;6/03/2014;19;CIT  Genera Cita Otro Dia;3932.1;BT;2011;CNE;0
<=10;0;>48;Marzo;1200.42;1197.94;0.0;7/03/2014;15;MCT  Msj Con Terceros;35438.8;BT;2013;CNE;1
>10;0;<24, 48];Abril;616.16;0.0;1876.05;4/04/2014;12;MCT  Msj Con Terceros;13055.2;BT;2012;CNE;1
<=10;0;<24, 48];Marzo;922.47;1233.85;0.0;3/03/2014;8;MCT  Msj Con Terceros;6248.33;BT;2013;CNE;0
<=10;0;<24, 48];Febrero;748.42;0.0;0.0;26/02/2014;14;MCT  Msj Con Terceros;45085.9;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;330.37;330.37;0.0;27/03/2014;10;TELF. NO CORRESPONDE;7347.36;BT;2012;CNE;1
<=10;0;<24, 48];Marzo;300.79;452.25;604.51;7/03/2014;9;TELF. NO CORRESPONDE;3105.01;BT;2013;CNE;1
<=10;0;<=24;Abril;397.52;0.0;0.0;1/04/2014;10;CAN  Cliente Cancelo;3148.05;BT;2013;CNE;1
>10;0;<=24;Febrero;45.06;106.32;7.74;10/02/2014;8;PDP  Promesa De Pago;1068.98;BT;2012;CEF;1
<=10;0;<24, 48];Abril;361.25;629.21;0.0;1/04/2014;15;TELF. NO CORRESPONDE;4777.87;BT;2013;CNE;0
<=10;1;<24, 48];Abril;777.41;782.93;0.0;15/04/2014;14;MCT  Msj Con Terceros;17639.7;BT;2013;CNE;1
>10;0;<24, 48];Marzo;926.7;0.0;1395.19;12/03/2014;14;MCT  Msj Con Terceros;8062.19;BT;2012;CNE;1
<=10;0;<=24;Marzo;432.84;274.89;273.94;19/03/2014;18;MCT  Msj Con Terceros;1532.9;BT;2013;CNE;0
<=10;0;<24, 48];Abril;528.75;625.42;959.84;4/04/2014;7;TELF. NO CORRESPONDE;18783.7;BT;2013;CNE;1
>10;0;<24, 48];Marzo;222.51;0.0;0.0;18/03/2014;13;MCF  Msj Con Familiar;2463.86;BT;2012;CNE;0
<=10;0;<=24;Febrero;92.65;188.08;377.94;12/02/2014;9;PDP  Promesa De Pago;2689.35;BT;2013;CEF;1
>10;0;>48;Febrero;472.18;466.65;470.07;10/02/2014;9;TELF. NO CORRESPONDE;11134.4;BT;2012;CNE;1
<=10;0;<=24;Marzo;254.79;161.87;0.0;28/03/2014;7;MCC  Msj Con Comp De Trab;1410.69;BT;2013;CNE;1
<=10;0;>48;Marzo;915.77;0.0;915.62;4/03/2014;9;PDP  Promesa De Pago;29410.3;BT;2013;CEF;1
<=10;0;>48;Marzo;722.23;107.96;0.0;4/03/2014;10;MCO  Msj Con Conyuge;15441.8;BT;2012;CEF;1
<=10;0;<24, 48];Abril;173.7;0.0;166.97;7/04/2014;8;PDP  Promesa De Pago;8470.61;BT;2014;CEF;1
>10;0;<24, 48];Abril;191.81;0.0;0.0;8/04/2014;9;MCC  Msj Con Comp De Trab;1958.31;BT;2012;CNE;1
<=10;0;<=24;Abril;74.45;94.17;32.56;8/04/2014;7;MCF  Msj Con Familiar;4819.42;BT;2013;CNE;1
>10;0;<24, 48];Marzo;454.83;456.06;0.0;14/03/2014;10;PDP  Promesa De Pago;9002.32;BT;2012;CEF;1
<=10;0;>48;Marzo;714.99;700.44;717.86;7/03/2014;15;TELF. NO CORRESPONDE;20977.1;BT;2013;CNE;1
>10;0;<24, 48];Febrero;154.74;0.0;0.0;12/02/2014;12;MCT  Msj Con Terceros;5417.3;BT;2011;CNE;0
>10;0;<24, 48];Abril;1114.5;1489.86;0.0;23/04/2014;17;TELF. NO CORRESPONDE;5164.42;BT;2011;CNE;0
<=10;1;<24, 48];Abril;405.34;541.79;0.0;23/04/2014;13;PAR  Promesa Parcial;2774.43;BT;2013;CEF;0
<=10;0;<24, 48];Abril;1437.36;0.0;0.0;9/04/2014;15;PDP  Promesa De Pago;38842.7;BT;2013;CEF;1
<=10;0;>48;Febrero;502.72;0.0;0.0;4/02/2014;12;MCT  Msj Con Terceros;12574.9;BT;2013;CNE;1
<=10;0;<=24;Abril;617.37;0.0;637.45;30/04/2014;14;TELF. NO CORRESPONDE;610.01;BT;2014;CNE;1
<=10;0;<24, 48];Abril;452.72;262.72;0.0;10/04/2014;15;MCT  Msj Con Terceros;14283.1;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;65.79;0.0;0.0;7/03/2014;15;MCT  Msj Con Terceros;4611.09;BT;2013;CNE;1
>10;0;>48;Marzo;367.3;363.64;0.0;21/03/2014;12;PDP  Promesa De Pago;6514.47;BT;2011;CEF;1
<=10;0;>48;Marzo;850.03;1136.76;0.0;6/03/2014;11;TELF. NO CORRESPONDE;6867.43;BT;2012;CNE;0
>10;0;<24, 48];Abril;187.27;186.29;186.43;3/04/2014;16;REC  Cliente con Reclamo;919.48;BT;2011;CEF;1
>10;0;>48;Febrero;229.16;230.87;224.48;25/02/2014;14;MCT  Msj Con Terceros;4763.86;BT;2012;CNE;1
>10;0;<24, 48];Febrero;55.44;0.0;0.0;10/02/2014;14;TELF. NO CORRESPONDE;3401.77;BT;2012;CNE;1
>10;0;>48;Marzo;649.55;0.0;0.0;12/03/2014;7;MCF  Msj Con Familiar;7316.15;BT;2011;CNE;1
<=10;0;<24, 48];Febrero;502.29;0.0;503.93;19/02/2014;8;PDP  Promesa De Pago;13167.5;BT;2013;CEF;1
<=10;0;<24, 48];Marzo;39.15;204.41;0.0;18/03/2014;17;PDP  Promesa De Pago;4162.77;BT;2013;CEF;1
<=10;0;<24, 48];Marzo;662.46;1329.81;0.0;25/03/2014;13;TELF. NO CORRESPONDE;9929.62;BT;2011;CNE;1
<=10;0;<24, 48];Marzo;1016.09;1527.46;0.0;6/03/2014;13;MCT  Msj Con Terceros;14698.5;BT;2013;CNE;0
>10;0;<24, 48];Abril;402.13;0.0;0.0;4/04/2014;10;TELF. NO CORRESPONDE;3338.12;BT;2012;CNE;1
<=10;0;<24, 48];Marzo;1861.31;0.0;0.0;24/03/2014;7;TELF. NO CORRESPONDE;38098.6;BT;2013;CNE;0
<=10;0;<=24;Febrero;269.09;0.0;0.0;5/02/2014;16;TAT  Tratamiento al Titu;2700.39;BT;2012;CEF;1
<=10;0;<=24;Marzo;227.15;227.15;687.4;26/03/2014;8;TAT  Tratamiento al Titu;1968.62;BT;2013;CEF;1
>10;0;<24, 48];Marzo;683.2;1369.79;0.0;3/03/2014;10;PAR  Promesa Parcial;12891.4;BT;2012;CEF;0
<=10;0;<24, 48];Febrero;1494.82;0.0;0.0;12/02/2014;11;MCT  Msj Con Terceros;15207.4;BT;2011;CNE;0
<=10;0;>48;Febrero;4129.74;0.0;0.0;19/02/2014;7;MCT  Msj Con Terceros;54010.5;BT;2011;CNE;0
<=10;0;<24, 48];Marzo;897.66;1800.96;14.96;4/03/2014;10;TAT  Tratamiento al Titu;24058.2;BT;2013;CEF;1
>10;0;>48;Febrero;73.81;84.9;0.0;6/02/2014;14;MCF  Msj Con Familiar;857.04;BT;2010;CNE;1
<=10;0;<24, 48];Febrero;653.85;653.85;0.0;25/02/2014;7;MCT  Msj Con Terceros;4088.17;BT;2013;CNE;0
<=10;0;<=24;Febrero;92.65;188.08;377.94;10/02/2014;7;TAT  Tratamiento al Titu;2689.35;BT;2013;CEF;1
<=10;0;<=24;Abril;817.8;817.8;0.0;23/04/2014;8;MCF  Msj Con Familiar;2933.69;BT;2013;CNE;0
>10;0;<24, 48];Marzo;312.01;633.95;0.0;18/03/2014;7;MCF  Msj Con Familiar;2733.82;BT;2011;CNE;1
<=10;0;<24, 48];Abril;226.47;0.0;0.0;10/04/2014;16;PDP  Promesa De Pago;5321.03;BT;2014;CEF;1
<=10;0;<24, 48];Abril;184.49;0.0;0.0;3/04/2014;13;MCF  Msj Con Familiar;4895.83;BT;2013;CNE;1
<=10;0;<=24;Marzo;255.55;129.62;0.0;12/03/2014;19;PDP  Promesa De Pago;738.41;BT;2012;CEF;0
<=10;0;<24, 48];Marzo;420.48;0.0;420.18;6/03/2014;7;PDP  Promesa De Pago;7959.98;BT;2013;CEF;1
<=10;0;<24, 48];Febrero;118.23;583.79;110.13;11/02/2014;10;MCF  Msj Con Familiar;26420.2;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;849.72;1732.19;2616.68;27/02/2014;15;MCT  Msj Con Terceros;23995.6;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;964.23;575.55;682.79;3/02/2014;12;PDP  Promesa De Pago;22568.4;BT;2013;CEF;1
>10;0;<=24;Febrero;256.57;0.0;609.09;17/02/2014;14;MCT  Msj Con Terceros;556.11;BT;2012;CNE;1
<=10;0;<24, 48];Febrero;251.91;254.53;255.13;10/02/2014;11;MCT  Msj Con Terceros;4220.36;BT;2012;CNE;1
<=10;0;>48;Abril;347.13;396.23;0.0;21/04/2014;19;MCF  Msj Con Familiar;1860.96;BT;2010;CNE;1
>10;0;<24, 48];Marzo;234.08;346.93;0.0;19/03/2014;11;TELF. NO CORRESPONDE;5965.01;BT;2011;CNE;1
>10;0;>48;Febrero;685.47;367.39;0.0;21/02/2014;10;TAT  Tratamiento al Titu;684.52;BT;2010;CEF;0
>10;0;>48;Abril;62.81;0.0;0.0;4/04/2014;10;TELF. NO CORRESPONDE;7210.42;BT;2011;CNE;1
<=10;0;>48;Abril;3930.82;0.0;0.0;29/04/2014;11;MCT  Msj Con Terceros;70712.0;BT;2013;CNE;0
<=10;0;<=24;Abril;526.85;798.14;798.14;1/04/2014;16;MCT  Msj Con Terceros;1698.81;BT;2013;CNE;1
<=10;1;<=24;Abril;367.08;0.0;0.0;29/04/2014;8;TAT  Tratamiento al Titu;4112.35;BT;2013;CEF;1
<=10;0;<24, 48];Abril;254.08;0.0;0.0;16/04/2014;20;TELF. NO CORRESPONDE;2589.84;BT;2012;CNE;1
<=10;0;<24, 48];Marzo;252.83;0.0;246.15;7/03/2014;20;TELF. NO CORRESPONDE;4166.54;BT;2013;CNE;1
<=10;0;<24, 48];Abril;197.37;449.08;0.0;25/04/2014;9;MCO  Msj Con Conyuge;10423.9;BT;2013;CEF;1
<=10;0;<24, 48];Febrero;513.21;568.29;545.04;7/02/2014;11;PDP  Promesa De Pago;16373.2;BT;2013;CEF;1
<=10;0;<=24;Febrero;144.8;0.0;0.0;10/02/2014;8;MCT  Msj Con Terceros;1705.13;BT;2013;CNE;1
<=10;0;<=24;Febrero;191.49;383.8;577.79;11/02/2014;11;PDP  Promesa De Pago;2957.89;BT;2013;CEF;1
<=10;0;<=24;Abril;1448.28;905.08;2454.17;24/04/2014;13;MCT  Msj Con Terceros;4277.17;BT;2013;CNE;1
<=10;0;>48;Marzo;453.82;0.0;0.0;4/03/2014;19;PDP  Promesa De Pago;9135.52;BT;2012;CEF;1
<=10;0;<24, 48];Febrero;908.33;0.0;0.0;5/02/2014;19;MCT  Msj Con Terceros;7518.96;BT;2013;CNE;0
<=10;0;<=24;Febrero;57.06;29.28;38.74;3/02/2014;11;MCF  Msj Con Familiar;3974.5;BT;2013;CNE;1
<=10;0;<24, 48];Abril;30.61;0.0;0.0;15/04/2014;8;MCT  Msj Con Terceros;7010.77;BT;2013;CNE;1
<=10;0;>48;Marzo;273.26;281.57;277.79;31/03/2014;7;MCT  Msj Con Terceros;6192.4;BT;2012;CNE;1
<=10;0;<24, 48];Abril;520.19;0.0;529.79;16/04/2014;12;TELF. NO CORRESPONDE;10556.9;BT;2013;CNE;1
<=10;0;>48;Abril;530.85;1324.14;1285.99;10/04/2014;12;PAR  Promesa Parcial;36614.9;BT;2013;CEF;1
<=10;0;<24, 48];Marzo;1564.86;783.43;784.18;24/03/2014;18;MCF  Msj Con Familiar;15043.0;BT;2013;CNE;0
<=10;0;<24, 48];Marzo;922.01;922.01;1222.81;12/03/2014;8;MCT  Msj Con Terceros;35709.2;BT;2013;CNE;1
<=10;0;<24, 48];Abril;602.59;907.23;0.0;30/04/2014;18;TELF. NO CORRESPONDE;5082.76;BT;2013;CNE;0
<=10;0;>48;Abril;162.5;167.59;163.65;14/04/2014;15;TELF. NO CORRESPONDE;4461.2;BT;2012;CNE;1
<=10;0;>48;Febrero;4129.74;0.0;0.0;18/02/2014;18;MCT  Msj Con Terceros;54010.5;BT;2011;CNE;0
>10;0;<24, 48];Abril;528.06;0.0;0.0;4/04/2014;11;MCT  Msj Con Terceros;19269.7;BT;2012;CNE;1
<=10;0;<24, 48];Febrero;514.69;774.55;774.55;13/02/2014;17;MCT  Msj Con Terceros;4567.22;BT;2012;CNE;0
<=10;0;<24, 48];Febrero;285.19;285.89;823.42;4/02/2014;9;MCT  Msj Con Terceros;11319.9;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;153.39;309.89;467.54;27/03/2014;17;MCF  Msj Con Familiar;3433.68;BT;2013;CNE;1
>10;0;<24, 48];Marzo;740.13;1482.99;0.0;31/03/2014;14;MCT  Msj Con Terceros;15602.9;BT;2012;CNE;1
<=10;1;<24, 48];Febrero;1454.92;0.0;2399.6;11/02/2014;11;PDP  Promesa De Pago;23453.4;BT;2012;CEF;0
>10;0;>48;Marzo;368.71;313.27;0.0;18/03/2014;9;MCT  Msj Con Terceros;6451.31;BT;2011;CNE;1
<=10;0;<24, 48];Febrero;156.61;242.99;0.0;13/02/2014;8;CIH  Generar Cita;4464.67;BT;2013;CNE;1
<=10;0;<24, 48];Abril;891.83;0.0;0.0;3/04/2014;19;TELF. NO CORRESPONDE;6372.27;BT;2010;CNE;1
<=10;0;<24, 48];Abril;294.24;294.24;1499.49;9/04/2014;12;PDP  Promesa De Pago;16182.5;BT;2013;CEF;1
<=10;0;<24, 48];Febrero;108.76;0.0;0.0;10/02/2014;10;MCF  Msj Con Familiar;5306.4;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;340.19;0.0;344.86;3/02/2014;13;MCT  Msj Con Terceros;6898.57;BT;2013;CNE;1
